2022-03-21/09:02:05		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:03		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:03		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:03		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:03		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:03		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:03		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:04		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:04		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:04		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:04		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:04		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:04		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:04		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:05		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:05		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:05		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:05		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:05		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:05		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:06		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:06		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:06		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:06		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:06		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:06		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:06		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:06		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:07		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:07		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:07		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:07		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:07		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:07		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:07		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:08		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:08		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:08		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:08		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:08		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:08		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:09		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:09		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:09		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:09		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:09		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:09		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:09		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:10		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:10		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:10		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:10		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:10		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:10		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:10		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:11		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:11		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:11		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:11		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:11		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:11		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:11		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:12		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:12		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:12		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:12		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:12		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:12		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:13		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:13		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:13		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:13		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:13		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:13		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:13		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:13		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:14		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:14		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:14		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:14		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:14		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:14		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:14		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:14		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:14		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-22/12:49:41		 insurance_021119920_010222.csv: File loaded successfully!!
